item1,item2,count
cat food,canned vegetables,3
softener,butter milk,3
instant coffee,pasta,3
seasonal products,instant coffee,3
salad dressing,frankfurter,3
salad dressing,citrus fruit,3
instant coffee,frozen potato products,3
hard cheese,condensed milk,3
detergent,condensed milk,3
soft cheese,turkey,3
dessert,liver loaf,3
dog food,dessert,3
rum,canned beer,3
specialty bar,liquor (appetizer),3
male cosmetics,onions,3
male cosmetics,chewing gum,3
syrup,meat,3
syrup,ice cream,3
syrup,domestic eggs,3
pickled vegetables,ketchup,3
soda,fish,3
bathroom cleaner,citrus fruit,3
cling film/bags,vinegar,3
specialty vegetables,berries,3
specialty vegetables,onions,3
specialty vegetables,soft cheese,3
dish cleaner,pickled vegetables,3
cling film/bags,soft cheese,3
sweet spreads,onions,3
sweet spreads,soft cheese,3
dish cleaner,sweet spreads,3
snack products,white bread,3
spices,berries,3
spices,brown bread,3
spices,semi-finished bread,3
ready soups,berries,3
canned beer,spices,3
vinegar,frozen meals,3
salty snack,vinegar,3
syrup,UHT-milk,3
softener,cat food,3
flower soil/fertilizer,dessert,3
flower soil/fertilizer,bottled water,3
cat food,spices,3
cling film/bags,specialty bar,3
female sanitary products,onions,3
female sanitary products,dessert,3
female sanitary products,fruit/vegetable juice,3
napkins,fish,3
chewing gum,canned fish,3
nut snack,condensed milk,3
long life bakery product,nut snack,3
cookware,coffee,3
baking powder,artif. sweetener,3
frozen meals,finished products,3
tidbits,curd,3
syrup,sweet spreads,3
specialty bar,syrup,3
popcorn,grapes,3
baking powder,roll products,3
ice cream,mayonnaise,3
mustard,ice cream,3
soups,sliced cheese,3
pickled vegetables,soups,3
cling film/bags,sliced cheese,3
curd,nuts/prunes,3
dishes,frozen dessert,3
sweet spreads,meat,3
red/blush wine,sweet spreads,3
bottled beer,jam,3
dog food,specialty cheese,3
dental care,beverages,3
curd cheese,butter,3
specialty vegetables,sliced cheese,3
specialty vegetables,frozen vegetables,3
napkins,specialty vegetables,3
salty snack,brandy,3
skin care,waffles,3
hygiene articles,decalcifier,3
cake bar,herbs,3
cake bar,processed cheese,3
artif. sweetener,hamburger meat,3
specialty fat,berries,3
snack products,processed cheese,3
sweet spreads,berries,3
condensed milk,pork,3
sparkling wine,beef,3
chocolate,snack products,3
cake bar,turkey,3
Instant food products,mayonnaise,3
frozen meals,specialty cheese,3
sweet spreads,canned vegetables,3
pet care,ham,3
coffee,liver loaf,3
napkins,liver loaf,3
jam,white bread,3
cat food,spread cheese,3
ketchup,hard cheese,3
dishes,jam,3
snack products,citrus fruit,3
chocolate marshmallow,brown bread,3
salt,frozen meals,3
hygiene articles,male cosmetics,3
light bulbs,frankfurter,3
cooking chocolate,butter,3
liquor (appetizer),pip fruit,3
tidbits,cream cheese,3
domestic eggs,tidbits,3
pastry,tidbits,3
chocolate,specialty fat,3
male cosmetics,meat,3
red/blush wine,herbs,3
rubbing alcohol,long life bakery product,3
light bulbs,liquor (appetizer),3
Instant food products,herbs,3
berries,finished products,3
Instant food products,berries,3
specialty chocolate,Instant food products,3
hygiene articles,finished products,3
flower (seeds),salty snack,3
ice cream,beverages,3
canned beer,liver loaf,3
cream,yogurt,3
kitchen towels,white wine,3
condensed milk,ham,3
snack products,margarine,3
flour,condensed milk,3
frozen fruits,whole milk,3
potato products,frozen vegetables,3
kitchen towels,beverages,3
dog food,sugar,3
flower (seeds),soft cheese,3
red/blush wine,liquor (appetizer),3
dental care,cat food,3
honey,berries,3
honey,other vegetables,3
napkins,honey,3
cling film/bags,ham,3
cling film/bags,detergent,3
red/blush wine,beverages,3
red/blush wine,rice,3
red/blush wine,Instant food products,3
rolls/buns,fish,3
instant coffee,canned fish,3
baking powder,Instant food products,3
specialty chocolate,frozen potato products,3
cat food,organic products,3
female sanitary products,berries,3
house keeping products,dessert,3
mustard,salt,3
dog food,turkey,3
dog food,margarine,3
rum,whipped/sour cream,3
rum,frozen dessert,3
cooking chocolate,root vegetables,3
cooking chocolate,white bread,3
cooking chocolate,oil,3
ketchup,cream cheese,3
meat spreads,frankfurter,3
meat spreads,curd,3
meat spreads,frozen vegetables,3
decalcifier,sugar,3
liquor,chicken,3
cereals,processed cheese,3
pickled vegetables,cereals,3
meat spreads,baking powder,3
frozen potato products,onions,3
specialty vegetables,whole milk,3
house keeping products,rice,3
house keeping products,canned fish,3
canned vegetables,flour,3
pickled vegetables,canned vegetables,3
frozen fruits,root vegetables,3
cake bar,snack products,3
dishes,abrasive cleaner,3
cling film/bags,dishes,3
candles,cling film/bags,3
rice,brown bread,3
pickled vegetables,spread cheese,3
nuts/prunes,sausage,3
male cosmetics,fruit/vegetable juice,3
seasonal products,finished products,3
dental care,canned fish,3
pickled vegetables,spices,3
instant coffee,baking powder,3
frozen dessert,berries,3
pickled vegetables,vinegar,3
canned fish,packaged fruit/vegetables,3
candles,vinegar,3
candles,pickled vegetables,3
white wine,UHT-milk,3
mustard,processed cheese,3
kitchen towels,butter milk,3
kitchen towels,pasta,3
specialty bar,specialty cheese,3
dog food,ham,3
frozen meals,liver loaf,3
cereals,beverages,3
kitchen towels,bottled water,3
spices,vinegar,3
pet care,beef,3
waffles,frozen potato products,3
pudding powder,margarine,3
pudding powder,baking powder,3
canned vegetables,turkey,3
red/blush wine,canned vegetables,3
house keeping products,spread cheese,3
bottled water,cocoa drinks,3
bottled beer,cocoa drinks,3
waffles,rice,3
frozen potato products,processed cheese,3
pudding powder,onions,3
decalcifier,root vegetables,3
bottled beer,organic sausage,3
root vegetables,organic sausage,3
onions,finished products,3
canned fruit,beef,3
canned fruit,frozen dessert,3
nut snack,dessert,3
chocolate marshmallow,liquor,3
dental care,ice cream,3
canned fish,semi-finished bread,3
specialty cheese,condensed milk,3
ice cream,condensed milk,3
pickled vegetables,specialty cheese,3
nut snack,specialty cheese,3
nut snack,ice cream,3
waffles,specialty cheese,3
jam,roll products,3
house keeping products,frozen fish,3
photo/film,waffles,3
canned vegetables,soft cheese,3
popcorn,frozen potato products,3
liquor (appetizer),brandy,3
dishes,canned fish,3
meat spreads,white bread,3
meat spreads,flour,3
napkins,nuts/prunes,3
cake bar,frozen fish,3
cake bar,frozen dessert,3
dessert,turkey,3
chocolate marshmallow,soft cheese,3
bottled beer,nuts/prunes,3
salty snack,tidbits,3
cleaner,grapes,3
liquor (appetizer),herbs,3
spices,cream cheese,3
kitchen towels,grapes,3
make up remover,fruit/vegetable juice,3
softener,chocolate,3
popcorn,UHT-milk,3
waffles,Instant food products,3
curd cheese,chicken,3
prosecco,tropical fruit,3
prosecco,other vegetables,3
jam,meat,3
liquor,meat,3
pet care,hamburger meat,3
shopping bags,prosecco,3
candy,pet care,3
kitchen towels,chocolate,3
dish cleaner,fruit/vegetable juice,3
specialty fat,UHT-milk,3
pudding powder,beef,3
hygiene articles,cake bar,3
dishes,hygiene articles,3
ready soups,tropical fruit,3
ready soups,cream cheese,3
popcorn,pet care,3
dental care,popcorn,3
dog food,UHT-milk,3
potted plants,softener,3
salt,frozen potato products,3
mustard,specialty fat,3
canned vegetables,mustard,3
red/blush wine,curd,3
dishes,mayonnaise,3
newspapers,rum,3
dishes,roll products,3
potato products,finished products,3
potato products,brown bread,3
baking powder,finished products,3
vinegar,frozen dessert,3
cling film/bags,processed cheese,3
house keeping products,flour,3
house keeping products,waffles,3
photo/film,frozen meals,3
popcorn,beverages,3
brandy,oil,3
kitchen utensil,whole milk,3
salt,specialty cheese,3
napkins,specialty cheese,3
sweet spreads,soups,3
waffles,curd cheese,3
cleaner,hamburger meat,3
instant coffee,meat,3
dental care,mayonnaise,3
long life bakery product,pudding powder,3
cake bar,flour,3
frozen fruits,processed cheese,3
mustard,artif. sweetener,3
mayonnaise,spread cheese,3
cereals,beef,3
jam,oil,3
candles,artif. sweetener,3
ready soups,butter,3
dog food,berries,3
detergent,popcorn,3
bottled beer,sweet spreads,3
syrup,dessert,3
sliced cheese,liver loaf,3
male cosmetics,butter,3
male cosmetics,specialty chocolate,3
baking powder,specialty cheese,3
flower (seeds),chewing gum,3
sugar,herbs,3
packaged fruit/vegetables,turkey,3
salty snack,liquor,3
skin care,coffee,3
cereals,flour,3
spices,mayonnaise,3
curd cheese,herbs,3
curd cheese,sliced cheese,3
detergent,specialty cheese,3
frozen fish,beverages,3
sweet spreads,salt,3
zwieback,sausage,3
detergent,turkey,3
butter milk,packaged fruit/vegetables,3
tea,pickled vegetables,3
nut snack,baking powder,3
jam,frozen meals,3
semi-finished bread,frozen potato products,3
sweet spreads,turkey,3
prosecco,citrus fruit,3
sliced cheese,condensed milk,3
soda,cream,3
cake bar,sweet spreads,3
female sanitary products,specialty bar,3
tropical fruit,fish,3
salty snack,liquor (appetizer),3
chocolate,condensed milk,3
potato products,white bread,3
cream,butter,3
spices,butter milk,3
fruit/vegetable juice,spices,3
fruit/vegetable juice,artif. sweetener,3
salty snack,potato products,3
long life bakery product,frozen fruits,3
pet care,oil,3
tropical fruit,organic sausage,3
processed cheese,turkey,3
sauces,white bread,3
bottled beer,sauces,3
waffles,organic sausage,3
candy,sauces,3
dishes,seasonal products,3
sauces,beverages,3
tea,white bread,3
specialty bar,Instant food products,3
sauces,oil,3
flower (seeds),specialty bar,3
liquor,semi-finished bread,3
nut snack,bottled water,3
soda,frozen fruits,3
hard cheese,finished products,3
popcorn,canned fish,3
shopping bags,curd cheese,3
potato products,dessert,3
Instant food products,cream cheese,3
syrup,sliced cheese,3
photo/film,meat,3
photo/film,butter,3
cling film/bags,salty snack,3
kitchen towels,canned fish,3
kitchen towels,cling film/bags,3
dental care,misc. beverages,3
male cosmetics,butter milk,3
soap,root vegetables,3
potato products,meat,3
cake bar,specialty cheese,3
sparkling wine,brown bread,3
cat food,sauces,3
frozen fruits,cream cheese,3
male cosmetics,dessert,3
specialty chocolate,meat spreads,3
specialty bar,soups,3
seasonal products,misc. beverages,3
baking powder,frozen potato products,3
organic sausage,frankfurter,3
cat food,rice,3
zwieback,frozen fish,3
spices,UHT-milk,3
spices,hard cheese,3
candy,spices,3
frozen fish,hamburger meat,3
kitchen towels,sauces,3
pickled vegetables,zwieback,3
curd cheese,cream cheese,3
cream cheese,finished products,3
canned beer,sauces,3
candy,condensed milk,3
waffles,ketchup,3
detergent,mustard,3
cling film/bags,salt,3
ketchup,onions,3
canned vegetables,ketchup,3
white wine,cream cheese,3
popcorn,beef,3
finished products,frankfurter,3
kitchen towels,hard cheese,3
specialty chocolate,rice,3
curd,organic sausage,3
abrasive cleaner,ham,3
tidbits,tropical fruit,3
bottled water,tidbits,3
syrup,semi-finished bread,3
abrasive cleaner,meat,3
chocolate marshmallow,frozen fish,3
chocolate marshmallow,cake bar,3
zwieback,beef,3
liquor,domestic eggs,3
sauces,sliced cheese,3
organic products,hard cheese,3
popcorn,frozen fish,3
abrasive cleaner,white bread,3
soft cheese,packaged fruit/vegetables,3
dish cleaner,baking powder,3
skin care,frozen meals,3
soap,detergent,3
long life bakery product,liquor,3
shopping bags,candles,3
house keeping products,canned beer,3
white bread,fish,3
pet care,grapes,3
red/blush wine,packaged fruit/vegetables,3
pasta,semi-finished bread,3
chocolate,syrup,3
cookware,canned beer,3
potato products,whipped/sour cream,3
flower (seeds),rice,3
specialty bar,red/blush wine,3
dish cleaner,pasta,3
zwieback,hard cheese,3
cleaner,butter milk,3
zwieback,frozen meals,3
canned fruit,curd,3
chocolate,canned fruit,3
sparkling wine,beverages,3
bathroom cleaner,onions,3
female sanitary products,curd,3
spread cheese,sliced cheese,3
specialty chocolate,brandy,3
pet care,canned fish,3
dish cleaner,dog food,3
artif. sweetener,brown bread,3
canned fish,processed cheese,3
nut snack,sliced cheese,3
rum,hamburger meat,3
nut snack,margarine,3
liquor,beef,3
syrup,berries,3
bathroom cleaner,candy,2
artif. sweetener,berries,2
candy,cereals,2
specialty chocolate,specialty fat,2
candles,specialty fat,2
flower (seeds),specialty fat,2
bathroom cleaner,frozen vegetables,2
white wine,salt,2
candles,herbs,2
candles,condensed milk,2
brandy,onions,2
detergent,brandy,2
bathroom cleaner,grapes,2
photo/film,bottled beer,2
photo/film,softener,2
dishes,pickled vegetables,2
sparkling wine,hamburger meat,2
male cosmetics,margarine,2
shopping bags,fish,2
canned fruit,sugar,2
liquor (appetizer),flour,2
cake bar,meat spreads,2
snack products,packaged fruit/vegetables,2
cling film/bags,herbs,2
cereals,ham,2
cereals,soft cheese,2
cake bar,zwieback,2
detergent,salt,2
detergent,liquor (appetizer),2
cookware,butter milk,2
cookware,dish cleaner,2
tea,meat,2
tea,beverages,2
tea,brown bread,2
spices,beverages,2
spices,sliced cheese,2
house keeping products,beverages,2
flower (seeds),sliced cheese,2
pickled vegetables,Instant food products,2
salt,frozen dessert,2
canned vegetables,frozen dessert,2
skin care,cereals,2
potato products,grapes,2
detergent,pet care,2
tea,sugar,2
pastry,salad dressing,2
canned beer,vinegar,2
soap,white bread,2
instant coffee,brown bread,2
rubbing alcohol,sausage,2
dish cleaner,zwieback,2
cookware,salty snack,2
curd cheese,packaged fruit/vegetables,2
specialty fat,packaged fruit/vegetables,2
specialty fat,curd,2
syrup,onions,2
syrup,frozen vegetables,2
syrup,pasta,2
candy,specialty fat,2
candy,syrup,2
cling film/bags,specialty fat,2
cling film/bags,syrup,2
shopping bags,soap,2
frozen dessert,beverages,2
canned beer,zwieback,2
rice,packaged fruit/vegetables,2
baby cosmetics,butter milk,2
baby cosmetics,chocolate,2
organic products,rice,2
misc. beverages,organic products,2
frozen fish,packaged fruit/vegetables,2
frozen fish,mayonnaise,2
frozen potato products,packaged fruit/vegetables,2
coffee,frozen fish,2
dish cleaner,packaged fruit/vegetables,2
dish cleaner,frozen fish,2
seasonal products,packaged fruit/vegetables,2
coffee,honey,2
red/blush wine,honey,2
chocolate marshmallow,honey,2
chocolate marshmallow,baking powder,2
chocolate marshmallow,red/blush wine,2
spices,zwieback,2
potted plants,cling film/bags,2
baking powder,cereals,2
soap,hard cheese,2
soap,cereals,2
soap,baking powder,2
rubbing alcohol,berries,2
soap,hamburger meat,2
soap,mustard,2
Instant food products,ketchup,2
coffee,ketchup,2
tea,roll products,2
liquor,frozen vegetables,2
liquor,fruit/vegetable juice,2
rum,grapes,2
rum,pickled vegetables,2
liquor (appetizer),grapes,2
misc. beverages,meat spreads,2
chocolate marshmallow,potato products,2
sparkling wine,salt,2
cleaner,sparkling wine,2
cleaner,margarine,2
hygiene articles,cleaner,2
decalcifier,UHT-milk,2
newspapers,decalcifier,2
organic products,butter milk,2
organic products,UHT-milk,2
organic products,brown bread,2
